2023-09-18 15:13:43,031 | train | INFO | Set Logger /content/results/train/20230919_001343
2023-09-18 15:13:43,042 | train | INFO | Load data, train:8000 val:2000
2023-09-18 15:13:45,301 | train | INFO | Initiated early stopper, mode: max, best score: inf, patience: 5
2023-09-18 15:13:45,304 | train | INFO | --Train 0/10
2023-09-18 15:13:47,360 | train | INFO | batch: 0/500 loss: 8.309847831726074
2023-09-18 15:14:08,519 | train | INFO | batch: 100/500 loss: 1.5398211479187012
2023-09-18 15:14:30,209 | train | INFO | batch: 200/500 loss: 1.221022367477417
2023-09-18 15:14:52,456 | train | INFO | batch: 300/500 loss: 1.2094666957855225
2023-09-18 15:15:14,925 | train | INFO | batch: 400/500 loss: 1.2347460985183716
2023-09-18 15:15:36,934 | train | INFO | --Val 0/10
2023-09-18 15:15:37,115 | train | INFO | batch: 0/125 loss: 1.5451289415359497
2023-09-18 15:15:42,923 | train | INFO | batch: 100/125 loss: 1.3496289253234863
2023-09-18 15:15:44,246 | train | INFO | Write row 0
2023-09-18 15:15:45,168 | train | INFO | Early stopper, counter 0/5, best:0.438 -> now:0.438
2023-09-18 15:15:45,168 | train | INFO | Set counter as 0
2023-09-18 15:15:45,168 | train | INFO | Update best score as 0.438
2023-09-18 15:15:45,548 | train | INFO | Recorder, epoch 0 Model saved: /content/results/train/20230919_001343/model.pt
2023-09-18 15:15:45,548 | train | INFO | --Train 1/10
2023-09-18 15:15:45,866 | train | INFO | batch: 0/500 loss: 1.0629823207855225
2023-09-18 15:16:08,026 | train | INFO | batch: 100/500 loss: 1.41294264793396
2023-09-18 15:16:30,276 | train | INFO | batch: 200/500 loss: 1.058362364768982
2023-09-18 15:16:52,564 | train | INFO | batch: 300/500 loss: 1.5552111864089966
2023-09-18 15:17:14,620 | train | INFO | batch: 400/500 loss: 0.926069974899292
2023-09-18 15:17:36,718 | train | INFO | --Val 1/10
2023-09-18 15:17:36,849 | train | INFO | batch: 0/125 loss: 1.2471117973327637
2023-09-18 15:17:42,120 | train | INFO | batch: 100/125 loss: 1.045120358467102
2023-09-18 15:17:43,438 | train | INFO | Write row 1
2023-09-18 15:17:44,200 | train | INFO | Early stopper, counter 0/5, best:0.5095 -> now:0.5095
2023-09-18 15:17:44,200 | train | INFO | Set counter as 0
2023-09-18 15:17:44,200 | train | INFO | Update best score as 0.5095
2023-09-18 15:17:44,564 | train | INFO | Recorder, epoch 1 Model saved: /content/results/train/20230919_001343/model.pt
2023-09-18 15:17:44,565 | train | INFO | --Train 2/10
2023-09-18 15:17:44,871 | train | INFO | batch: 0/500 loss: 1.2374184131622314
2023-09-18 15:18:07,237 | train | INFO | batch: 100/500 loss: 1.118543028831482
2023-09-18 15:18:29,394 | train | INFO | batch: 200/500 loss: 0.7470237016677856
2023-09-18 15:18:51,623 | train | INFO | batch: 300/500 loss: 0.6531455516815186
2023-09-18 15:19:13,765 | train | INFO | batch: 400/500 loss: 0.8570550680160522
2023-09-18 15:19:35,858 | train | INFO | --Val 2/10
2023-09-18 15:19:35,996 | train | INFO | batch: 0/125 loss: 1.3114979267120361
2023-09-18 15:19:41,284 | train | INFO | batch: 100/125 loss: 0.7480431795120239
2023-09-18 15:19:42,791 | train | INFO | Write row 2
2023-09-18 15:19:44,043 | train | INFO | Early stopper, counter 0/5, best:0.556 -> now:0.556
2023-09-18 15:19:44,043 | train | INFO | Set counter as 0
2023-09-18 15:19:44,043 | train | INFO | Update best score as 0.556
2023-09-18 15:19:44,622 | train | INFO | Recorder, epoch 2 Model saved: /content/results/train/20230919_001343/model.pt
2023-09-18 15:19:44,623 | train | INFO | --Train 3/10
2023-09-18 15:19:45,068 | train | INFO | batch: 0/500 loss: 0.7428841590881348
2023-09-18 15:20:07,261 | train | INFO | batch: 100/500 loss: 0.34792613983154297
2023-09-18 15:20:29,580 | train | INFO | batch: 200/500 loss: 0.8869236707687378
2023-09-18 15:20:51,658 | train | INFO | batch: 300/500 loss: 0.9160932302474976
2023-09-18 15:21:13,952 | train | INFO | batch: 400/500 loss: 0.7142965793609619
2023-09-18 15:21:35,982 | train | INFO | --Val 3/10
2023-09-18 15:21:36,125 | train | INFO | batch: 0/125 loss: 0.7669717669487
2023-09-18 15:21:42,234 | train | INFO | batch: 100/125 loss: 0.5945785045623779
2023-09-18 15:21:43,564 | train | INFO | Write row 3
2023-09-18 15:21:44,346 | train | INFO | Early stopper, counter 0/5, best:0.68 -> now:0.68
2023-09-18 15:21:44,346 | train | INFO | Set counter as 0
2023-09-18 15:21:44,346 | train | INFO | Update best score as 0.68
2023-09-18 15:21:44,726 | train | INFO | Recorder, epoch 3 Model saved: /content/results/train/20230919_001343/model.pt
2023-09-18 15:21:44,727 | train | INFO | --Train 4/10
2023-09-18 15:21:45,039 | train | INFO | batch: 0/500 loss: 0.1773969978094101
2023-09-18 15:22:07,198 | train | INFO | batch: 100/500 loss: 0.6659845113754272
